timestamp,agent.name,rule.description,rule.level,rule.id
"Dec 14, 2025 @ 10:10:16.499",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.484",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.467",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.452",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.436",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.419",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:10:16.403",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.393",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:10:16.392",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:10:16.392",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:09:01.988",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:09:01.984",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:09:01.982",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:09:01.981",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:07:47.022",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:07:47.022",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:39.786",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:39.774",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:39.773",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:39.773",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:06:39.770",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:06:39.770",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:32.765",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:32.749",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:32.735",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:06:32.723",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:06:32.723",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:18.011",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:17.995",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:17.980",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:17.965",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:17.949",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:05:17.946",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:05:17.946",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:04:03.011",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:04:02.995",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:04:02.979",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:04:02.979",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:02:48.930",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:02:48.929",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:02:48.929",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:01:41.693",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:41.677",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:41.660",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:41.652",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:01:41.647",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:41.647",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:01:35.652",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:35.636",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:01:35.633",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 10:01:35.633",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.996",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.981",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.965",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.955",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.939",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.936",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.931",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 10:00:21.931",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:59:11.901",DESKTOP-T2IA3AS,File added to the system.,5,554
"Dec 14, 2025 @ 09:59:05.755",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:59:05.739",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:59:05.724",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:59:05.708",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:59:05.694",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:59:05.694",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:58:12.938",DESKTOP-T2IA3AS,File deleted.,7,553
"Dec 14, 2025 @ 09:57:50.919",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:57:50.917",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:57:50.909",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:57:50.905",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:57:50.905",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:57:34.207",DESKTOP-T2IA3AS,File added to the system.,5,554
"Dec 14, 2025 @ 09:56:43.569",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:43.566",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:43.551",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:43.534",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:56:43.530",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:43.530",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:56:35.310",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:35.295",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:35.279",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:56:35.271",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:56:35.271",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.879",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.864",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.848",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.832",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.817",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.801",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.785",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:55:19.770",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.755",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.739",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.724",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.708",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:19.697",DESKTOP-T2IA3AS,Registry Key Integrity Checksum Changed,5,594
"Dec 14, 2025 @ 09:55:19.697",DESKTOP-T2IA3AS,Registry Value Integrity Checksum Changed,5,750
"Dec 14, 2025 @ 09:55:10.741",DESKTOP-T2IA3AS,File deleted.,7,553
"Dec 14, 2025 @ 09:54:20.266",DESKTOP-T2IA3AS,Integrity checksum changed.,7,550
"Dec 14, 2025 @ 09:54:19.205",DESKTOP-T2IA3AS,Integrity checksum changed.,7,550
"Dec 14, 2025 @ 09:53:49.015",DESKTOP-T2IA3AS,Wazuh agent started.,3,503
"Dec 14, 2025 @ 09:53:48.547",DESKTOP-T2IA3AS,Wazuh agent stopped.,3,506
"Dec 14, 2025 @ 09:53:42.347",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 09:52:28.504",DESKTOP-T2IA3AS,Wazuh agent started.,3,503
"Dec 14, 2025 @ 09:52:18.473",DESKTOP-T2IA3AS,Wazuh agent stopped.,3,506
"Dec 14, 2025 @ 09:45:19.921",DESKTOP-T2IA3AS,Wazuh agent started.,3,503
"Dec 14, 2025 @ 09:45:16.208",DESKTOP-T2IA3AS,Wazuh agent stopped.,3,506
"Dec 14, 2025 @ 09:36:42.767",DESKTOP-T2IA3AS,System time changed,5,60132
"Dec 14, 2025 @ 09:36:42.765",DESKTOP-T2IA3AS,System time changed,5,60132
"Dec 14, 2025 @ 09:36:42.762",DESKTOP-T2IA3AS,System time changed,5,60132
"Dec 14, 2025 @ 09:08:19.238",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 08:50:24.594",DESKTOP-T2IA3AS,Wazuh agent started.,3,503
"Dec 14, 2025 @ 08:20:35.490",wazuh.manager,Wazuh server started.,3,502
"Dec 14, 2025 @ 01:45:27.302",DESKTOP-T2IA3AS,Wazuh agent stopped.,3,506
"Dec 14, 2025 @ 01:45:23.459",DESKTOP-T2IA3AS,Windows System error event,5,61102
"Dec 14, 2025 @ 01:42:05.629",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 01:41:04.737",DESKTOP-T2IA3AS,Wazuh agent started.,3,503
"Dec 14, 2025 @ 01:39:40.927",DESKTOP-T2IA3AS,Wazuh agent stopped.,3,506
"Dec 14, 2025 @ 01:34:29.632",DESKTOP-T2IA3AS,Service startup type was changed,3,61104
"Dec 14, 2025 @ 01:32:17.436",DESKTOP-T2IA3AS,Service startup type was changed,3,61104
"Dec 14, 2025 @ 01:23:20.734",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 01:16:45.056",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 01:14:48.128",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 01:04:32.729",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 00:33:49.478",DESKTOP-T2IA3AS,The VSS service is shutting down due to idle timeout.,5,60702
"Dec 14, 2025 @ 00:30:34.300",DESKTOP-T2IA3AS,"Skipped creation of restore point for C:\\WINDOWS\\system32\\lpksetup.exe -Embedding, Language Pack Removal as there is a previous restore point available.",4,60716
"Dec 14, 2025 @ 00:13:44.968",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 00:10:51.228",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 14, 2025 @ 00:03:59.567",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 13, 2025 @ 23:50:42.318",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 13, 2025 @ 23:20:34.658",DESKTOP-T2IA3AS,Service startup type was changed,3,61104
"Dec 13, 2025 @ 23:18:29.687",DESKTOP-T2IA3AS,Service startup type was changed,3,61104
"Dec 13, 2025 @ 23:11:40.585",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 13, 2025 @ 22:58:24.444",DESKTOP-T2IA3AS,Name resolution for the name t-ring-fdv2.msedge.net timed out,5,61109
"Dec 13, 2025 @ 22:46:42.058",DESKTOP-T2IA3AS,Software protection service scheduled successfully.,3,60642
"Dec 13, 2025 @ 22:22:58.521",DESKTOP-T2IA3AS,SCA summary: CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Score less than 30% (26),9,19005
"Dec 13, 2025 @ 22:22:41.888",DESKTOP-T2IA3AS,SCA summary: CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Score less than 30% (26),9,19005
"Dec 13, 2025 @ 22:22:37.890",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable optional updates' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.716",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'.,3,19009
"Dec 13, 2025 @ 22:22:37.700",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: 180 or more days'.,7,19007
"Dec 13, 2025 @ 22:22:37.684",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Manage preview builds' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.653",DESKTOP-T2IA3AS,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remove access to ""Pause updates"" feature' is set to 'Enabled'.",7,19007
"Dec 13, 2025 @ 22:22:37.638",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable features introduced via servicing that are off by default' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.622",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'.,3,19009
"Dec 13, 2025 @ 22:22:37.606",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Automatic Updates' is set to 'Enabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.574",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.562",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent users from modifying settings' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.547",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow networking in Windows Sandbox' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.546",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.511",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Remote Shell Access' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.495",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.480",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow unencrypted traffic' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.464",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow remote server management through WinRM' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.433",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Basic authentication' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.417",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow Digest authentication' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.400",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow unencrypted traffic' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.370",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Basic authentication' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.354",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Transcription' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.338",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.323",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.291",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable MPR notifications for the system' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.276",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.243",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Always install with elevated privileges' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.229",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow user control over installs' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:37.212",DESKTOP-T2IA3AS,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled'.",7,19007
"Dec 13, 2025 @ 22:22:37.196",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.165",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable ESS with Supported Peripherals' is set to 'Enabled: 1'.,3,19008
"Dec 13, 2025 @ 22:22:37.148",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enables or disables Windows Game Recording and Broadcasting' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.133",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'.,7,19007
"Dec 13, 2025 @ 22:22:37.102",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Service Enabled' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.087",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Unsafe App' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.071",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Password Reuse' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.055",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Notify Malicious' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.024",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Automatic Data Collection' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:37.008",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow widgets' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.978",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the Store application' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.962",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.946",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Automatic Download and Install of updates' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:36.929",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Only display the private store within the Microsoft Store' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.914",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable all apps from Microsoft Store' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.883",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.867",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search highlights' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.851",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search and Cortana to use location' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.819",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow indexing of encrypted files' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:36.804",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cortana above lock screen' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.788",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cortana' is set to 'Disabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.773",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search'.,7,19007
"Dec 13, 2025 @ 22:22:36.742",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent downloading of enclosures' is set to 'Enabled'.,7,19007
"Dec 13, 2025 @ 22:22:36.720",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'.,3,19008
"Dec 13, 2025 @ 22:22:36.717",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute'.,7,19007
"Dec 13, 2025 @ 22:22:36.694",DESKTOP-T2IA3AS,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)'.",7,19007
"Dec 13, 2025 @ 22:22:36.678",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'.,3,19008
"Dec 13, 2025 @ 22:22:36.663",DESKTOP-T2IA3AS,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'.,3,19008
